addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,mapx,mapy,mlevel,modifiedtime,sigungucode,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,firstimage,firstimage2,cpyrhtDivCd,tel,contentid_2,contenttypeid_2,title_2,createdtime_2,modifiedtime_2,homepage,areacode_2,sigungucode_2,lDongRegnCd_2,lDongSignguCd_2,lclsSystm1_2,lclsSystm2_2,lclsSystm3_2,cat1_2,cat2_2,cat3_2,addr1_2,addr2_2,zipcode_2,mapx_2,mapy_2,mlevel_2,overview,firstimage_2,firstimage2_2,cpyrhtDivCd_2,tel_2,telname,contentid_3,contenttypeid_3,usefee,infocenterculture,usetimeculture,restdateculture,parkingfee,parkingculture,chkcreditcardculture,chkbabycarriageculture,spendtime,accomcountculture,scale,chkpetculture,discountinfo,체험프로그램,예약안내,대관안내,한국어 안내서비스,소장품현황,사업내용,외국어 안내서비스,외국인 예약안내,입 장 료,주차요금,이용가능시설,화장실,관 람 료,한국어 안내서비스_2,외국인 체험가능 프로그램,시설이용료,예약안내_2,소장품현황_2
서울특별시 용산구 임정로 26 (효창동),,1,A02,A0206,A02060200,130473,14,2.00711E+13,126.9592678,37.54433148,6,2.0251E+13,21,백범김구기념관,4311,11,170,VE,VE07,VE070200,http://tong.visitkorea.or.kr/cms/resource/98/3521598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3521598_image3_1.jpg,Type1,,130473,14,백범김구기념관,2.00711E+13,2.0251E+13,http://www.kimkoomuseum.org,1,21,11,170,VE,VE07,VE070200,A02,A0206,A02060200,서울특별시 용산구 임정로 26 (효창동),,4311,126.9592678,37.54433148,6,"백범김구기념관은 세계에서 가장 아름답고 높은 문화를 가진 자주·민주·통일 조국을 건설하기 위해 일생을 분투하신 겨레의 큰 스승 백범 김구 선생(1876~1949)의 삶과 사상을 널리 알리고 계승·발전시키기 위해 2000년 6월에 기공하여 2002년 10월 22일에 개관하였다. 근·현대사 전문 역사박물관인 백범김구기념관은 격동의 한국 근·현대사와 함께 한 김구 선생의 삶과 사상을 통해 대한민국 임시정부의 역사와 한국 근·현대를 이해하고 조국의 자주·민주·통일을 지향하며 민족의 아름다운 문화를 발전시켜 나아가는 온 거레의 문화적 삶의 공간이다. 기념관 1층과 2층에 김구 선생의 일대기와 한국 근·현대사 관련한 각종 기록 및 자료를 전시하고 있으며, 전문 자료실과 각종 교육프로그램, 문화행사 등에 활용될 수 있는 교육장, 대회의실, 컨벤션홀 등 다양한 교육·문화공간을 갖추고 있다.",http://tong.visitkorea.or.kr/cms/resource/98/3521598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3521598_image3_1.jpg,Type1,,,130473,14,무료,02-799-3400,[3월~10월] 10:00~18:00 (입장 마감 17:00) [11월~2월] 10:00~17:00 (입장 마감 16:00),매주 월요일 / 1월 1일 / 설·추석,10분 300원,가능 (승용차 98대 / 대형버스 8대),,,,,,,,애국선열 역사이야기 / 백범일지 독서감상문 쓰기 대회 등,,,,,,,,,,,,,,,,,
부산광역시 중구 백산길 11,,6,A02,A0206,A02060200,130153,14,2.00711E+13,129.0345787,35.10197842,6,2.02409E+13,15,백산기념관,48955,26,110,VE,VE07,VE070200,,,,,130153,14,백산기념관,2.00711E+13,2.02409E+13,https://www.visitbusan.net,6,15,26,110,VE,VE07,VE070200,A02,A0206,A02060200,부산광역시 중구 백산길 11,,48955,129.0345787,35.10197842,6,"용두산 공원에서 중앙로 방향으로 계단을 내려오면 옛 백산상회 자리에 백산기념관이 있으며, 중구청에서 광복 50주년을 맞이하여 1995년에 개관하였다. 백산 안희제 선생(1885~1943)은 중국에서 항일독립운동을 하다가 1914년 국내로 들어와 민족자본으로 우리나라 최초의 주식회사인 무역회사 백산상회를 세우고 일본 자본이 많이 들어온 부산지역에서 무역업을 하여 항일 독립자금을 마련하였고 국내 항일독립운동의 중요한 거점으로 활용하였다. 백산기념관에는 선생의 유품과 당시 구국 운동 자료 등 80여 점이 전시되고 있으며, 인근 용두산공원에 백산 선생의 흉상이 세워져 있다.",,,,,,130153,14,무료,051-600-4067,주중 10:00~18:00 주말 10:00~17:00 (점심시간 12:00~13:00),매주 월요일 / 공휴일 (삼일절 / 현충일 / 광복절 제외),,불가,없음,없음,,,"지상1층, 지하1층",,,,,,가능(사전문의),"백산선생이 사용하던 가방 및 도장, 수학당시 도서, 벼루 및 청동화로 백산 안희제선생 관련 출판물, 기념품, 백산 안희제 흉상",,,,,,,,,,,,,
서울특별시 종로구 인사동9길 16,(관훈동),1,A02,A0206,A02060500,130629,14,2.00506E+13,126.9841259,37.57363408,6,2.02408E+13,23,백악미술관,3145,11,110,VE,VE07,VE070600,http://tong.visitkorea.or.kr/cms/resource/44/682344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/682344_image3_1.jpg,Type3,,130629,14,백악미술관,2.00506E+13,2.02408E+13,http://www.baegak.co.kr,1,23,11,110,VE,VE07,VE070600,A02,A0206,A02060500,서울특별시 종로구 인사동9길 16,(관훈동),3145,126.9841259,37.57363408,6,백악미술관은 1983년에 개관한 한국 서예와 문인화 전문 전시 미술관으로 서예가 일중 김충현 선생이 후학을 위해 설립했다. 2007년 일중기념사업회가 발족된 이후 서예를 선도하신 일중 선생의 업적을 기리고자 관내에 일중서예기념관을 마련해 일중 선생님의 대표작들을 상시 전시하고 있다. 옛것을 본받아 새로운 것을 창조한다는 법고창신처럼 서예 활동이 전통과 현대를 잇는 가교가 되어 한국 미술계의 활발한 창작 및 전시 활동에 보탬이 되고자 노력하고 있다.,http://tong.visitkorea.or.kr/cms/resource/44/682344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/682344_image3_1.jpg,Type3,,,130629,14,,02-734-4205,10:00~18:00 ※ 매주 목요일~다음주 수요일 (주일단위 전시),연중무휴,,가능,없음,없음,,,"1층 전시실: 약 215㎡, 2층 전시실: 231㎡",,,,,1주일 단위 대관 (매주 목요일~다음 주 수요일까지),,예서이첩 / 삼체육곡병 / 제2목석거상량문 / 반생수용,전시실 대관 진행,,,,,,,,,,,,
서울특별시 강남구 테헤란로113길 7,(삼성동),1,A02,A0206,A02060600,333121,14,2.00701E+13,127.0660313,37.51037901,6,2.02507E+13,1,백암아트홀,6173,11,680,VE,VE06,VE060100,http://tong.visitkorea.or.kr/cms/resource/32/3503232_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3503232_image3_1.jpg,Type3,,333121,14,백암아트홀,2.00701E+13,2.02507E+13,http://www.baekamhall.com,1,1,11,680,VE,VE06,VE060100,A02,A0206,A02060600,서울특별시 강남구 테헤란로113길 7,(삼성동),6173,127.0660313,37.51037901,6,"강남구 테헤란로 강남소방서 맞은편에 2004년 개관한 백암아트홀은 극장으로 다양한 공연이 가능한 가변무대가 갖춰져 있어 연극, 뮤지컬, 콘서트, 무용 등 여러 장르의 공연이 가능하다. 백암아트홀에는 다양한 공연지원시설이 있는데, 개인 분장실과 단체 분장실이 있으며, 디지털 피아노와 연습용 거울을 갖춘 리허설룸이 있다. 복층구조로 된 공연장 1층에는 장애인석을 포함한 객석이 있으며, 2층에도 객석이 있다. 특히, 젊은이들이 많이 찾는 강남의 삼성동에 위치해 있어 20대와 30대를 위한 공연을 많이 한다. 백암아트홀은 주차 시설이 협소하여 가급적 대중교통을 이용하는 것이 편리하며, 서울 지하철을 이용할 경우 2호선을 이용하면 된다.",http://tong.visitkorea.or.kr/cms/resource/32/3503232_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3503232_image3_1.jpg,Type3,,,333121,14,※ 공연마다 상이하므로 자세한 사항은 홈페이지 참조,02-559-1333,※ 공연마다 상이하므로 자세한 사항은 홈페이지 참조,※ 공연마다 상이하므로 자세한 사항은 홈페이지 참조,,가능,,없음,,,,,,,,,,,,,,,,,,,,,,,
충청남도 홍성군 갈산면 백야로546번길 12,,34,A02,A0206,A02060200,229913,14,2.00708E+13,126.5471367,36.59784758,6,2.02503E+13,15,백야기념관,32203,44,800,VE,VE07,VE070200,http://tong.visitkorea.or.kr/cms/resource/61/3340061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3340061_image3_1.jpg,Type3,,229913,14,백야기념관,2.00708E+13,2.02503E+13,https://www.hongseong.go.kr/,34,15,44,800,VE,VE07,VE070200,A02,A0206,A02060200,충청남도 홍성군 갈산면 백야로546번길 12,,32203,126.5471367,36.59784758,6,"김좌진장군은 한국 독립투쟁사에서 최고의 전과로 기록되는 청산리 전투를 승리로 이끈 것으로 유명하다. 장군은 이곳에서 15세 때 노비문서를 불사르고 전답을 나눠줬으며, 17세 때는 갈산중고등학교 자리에 호명학교를 세워 신학문을 교육하였다. 백야기념관에서는 김좌진 장군의 출생부터 계몽운동과 독립운동 등 장군의 생애를 조명하며, 장군의 최고의 업적인 청산리 전투에 대해 소상하게 설명하고 있다. 또한, 전투 당시의 전황도를 비롯해 전투에서 사용되었던 화기들도 전시되어 있다. 백야기념관 맞은편에는 김좌진 장군이 태어나고 성장한 생가가 위치해 있다. 생가지는 1991년부터 성역화사업을 추진하여 터만 남아 있던 생가를 복원하고 백야 김좌진 장군 기념관, 사당, 공원을 조성했다. 홍성군은 김좌진 장군의 사당인 백야사(白冶祠)를 건립하여 김좌진 장군 전승기념 백야축제가 열리는 10월 25일에 제향을 올리고 있다.",http://tong.visitkorea.or.kr/cms/resource/61/3340061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3340061_image3_1.jpg,Type3,,,229913,14,무료,041-634-6952,[하절기(3월~10월)] - 09:00~18:00 [동절기(11월~2월)] - 09:00~17:00,"매주 월요일 (단, 월요일이 공휴일인 경우 공휴일 다음의 첫 번째 평일에 휴관) / 1월 1일 / 설·추석 당일",무료,가능,없음,없음,,,,,,,,,,,,,,,,,,,,,,,
충청남도 논산시 부적면 충곡로 311-54,,34,A02,A0206,A02060100,130896,14,2.00703E+13,127.1814016,36.19239399,6,2.02507E+13,3,백제군사박물관,32916,44,230,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/69/1279669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1279669_image3_1.jpg,Type3,,130896,14,백제군사박물관,2.00703E+13,2.02507E+13,http://www.nonsan.go.kr/museum/,34,3,44,230,VE,VE07,VE070100,A02,A0206,A02060100,충청남도 논산시 부적면 충곡로 311-54,,32916,127.1814016,36.19239399,6,"백제군사박물관은 백제의 군사문화를 생생하게 체험할 수 있는 박물관이다. 논산은 백제 수도가 부여였던 시대에 수도의 서쪽 방위를 맡은 군사상 중요 거점이다. 백제군사박물관은 이러한 논산 지역의 특징을 활용하여 오천결사대를 이끌고 논산 황산벌에 나아가 장렬히 전사한 계백장군묘역 및 사당(충장사), 계백장군유적전승지, 황산벌전적지 주변 부지에 조성하였다. 이곳은 백제와 군사라는 성격을 부여하여 전시물을 구성, 백제시대의 유물은 물론 그 시대의 군사적 모습을 전시하는 등을 경험할 수 있다. 또한, 각종 전시회 및 공연이 열려 다양한 문화 예술의 공간으로서의 역할을 하고 있다. 겨울을 제외한 시기에는 야외 체험장에서 주말에 어린이들을 대상으로 국궁체험, 승마체험, 백제문화체험을 운영하고 있으며, 평일에는 단체 어린이들을 대상으로 충혼의 숲에서 숲 체험 예약 접수를 받고 있다. 그리고 2008년부터는 매년 4월 백제군사박물관 옆 충장사에서 계백 장군의 충절을 기리는 제향을 지내고 있다.",http://tong.visitkorea.or.kr/cms/resource/69/1279669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1279669_image3_1.jpg,Type3,,,130896,14,무료,041-746-8431,09:00~18:00(입장마감 17:30),월요일 / 1월 1일 / 명절 당일,,"가능(소형 100대, 대형 10대 주차가능)",,,,,"부지 19,778㎡  건축면적 2,489㎡ (지하 1층, 지상 2층)",,,,,,해설가능 (사전문의),,,,,,,,,,,,,,
충청남도 청양군 대치면 장곡길 43-24,,34,A02,A0206,A02060100,2536623,14,2.01802E+13,126.8457482,36.4058998,6,2.02507E+13,13,백제문화체험박물관,33360,44,790,VE,VE07,VE070100,,,,,2536623,14,백제문화체험박물관,2.01802E+13,2.02507E+13,http://www.cheongyang.go.kr,34,13,44,790,VE,VE07,VE070100,A02,A0206,A02060100,충청남도 청양군 대치면 장곡길 43-24,,33360,126.8457482,36.4058998,6,"백제문화체험박물관은 백제시대 토기를 굽는 가마를 형상화하여 만들어졌다. 1,500년 전 백제가마터, 청기와, 최익현 유배도, 공자상 탁본, 황금복거북이와 같은 5대 명품과 금광체험관, 농경문화체험관, 1960년대 추억의 옛거리 전시관, 한상돈선생 기념관, 유상옥 기증실, 정승공원으로 구성돼 있는 명품 박물관이다. 주말에는 토기 만들기, 나만의 컵 만들기, 백제의복 체험 등 다양한 체험을 즐길 수 있는 공간이다.",,,,,,2536623,14,"[개인]- 일반 2,000원- 청소년, 군인 1,500원- 어린이 1,000원[단체 (20인 이상)]- 일반 1,500원- 청소년, 군인 1,000원- 어린이 500원※ 무료 - 영유아(6세 이하) / 노인(65세 이상) / 국가유공자",041-940-4874,- 하절기 (3월~10월) 09:00~18:00  - 동절기 (11월~2월) 09:00~17:00 ※ 매표입장 시간은 관람시간 1시간 전,매주 월요일(공휴일인 경우 그 다음 날 그 밖의 군수가 정하는 날) / 1월 1일 / 설·추석 당일,,가능,,,,,,,,석고방향제 만들기 체험 / 드림캐쳐 만들기 체험 / 전통매듭 스트랩 색칠체험 등 ,,,,,,,,,,,,,,,,,
충청남도 부여군 백제문로 455 백제역사문화관,,34,A02,A0206,A02060300,130875,14,2.00611E+13,126.9085091,36.30761771,6,2.02406E+13,6,백제역사문화관,33115,44,760,VE,VE07,VE070300,,,,,130875,14,백제역사문화관,2.00611E+13,2.02406E+13,? http://www.bhm.or.kr,34,6,44,760,VE,VE07,VE070300,A02,A0206,A02060300,충청남도 부여군 백제문로 455 백제역사문화관,,33115,126.9085091,36.30761771,6,"백제역사문화관은 부여군 백제문화단지내에 건립된 전시관이다. 2층으로 이루어진 이곳은 출토 유물의 전시가 아닌 백제시대의 중요한 유적이나 역사적 사실을 축소모형이나 그래픽 또는 영상으로 표현하여 관람객이 쉽게 이해할 수 있도록 하였다. 예를 들면, 성왕의 사비천도행렬, 사비도성, 미륵사, 정지산 제사유적 등은 축소모형으로 재현하고, 금동대향로, 일본 속의 백제유물, 은산별신제, 무령왕릉 등은 영상으로 설명과 함께 보여준다. 또한 특별기획전시도 개최된다. 백제역사문화관은 국도 29호선, 40호선과 지방도 651호선에서 지방도 625호선을 통해 접근할 수 있으며, 고속도로는 서천공주고속도로 부여IC와 논산천안고속도로 서논산IC가 가깝다. 주변에는 백제문화단지 외에 롯데리조트 부여, 롯데아울렛 부여점, 백마강레저파크, 한국전통문화대학교 등이 있다.",,,,,,130875,14,"[개인] 대인(19~64세) : 2,000원 청소년(13~18세), 군경 : 1,500원 소인(7~12세) : 1,000원 [단체(20인 이상)] 대인 : 1,500원 청소년, 군경 : 1,200원 소인 : 800원",041-408-7290,[일반개장] 3월~10월 : 09:00~18:00 11월~2월 : 09:00~17:00 [야간개장] 하절기 : 18:00~22:00 동절기 : 17:00~22:00,월요일(월요일이 공휴일인 경우 개관),,가능,가능,가능,1시간,,"8,769㎡, 지하 1층, 지상 2층, 상설전시실 4개, 기획전시실 1개",없음,,,,,,,,,,,,,,,,,,,
전북특별자치도 익산시 왕궁면 궁성로 666,,37,A02,A0206,A02060100,2790917,14,2.02112E+13,127.0558242,35.97160311,6,2.02503E+13,9,백제왕궁박물관,54576,52,140,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/75/3338175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3338175_image3_1.jpg,Type3,,2790917,14,백제왕궁박물관,2.02112E+13,2.02503E+13,https://www.iksan.go.kr/wg/index.iksan,37,9,52,140,VE,VE07,VE070100,A02,A0206,A02060100,전북특별자치도 익산시 왕궁면 궁성로 666,,54576,127.0558242,35.97160311,6,"백제왕궁박물관 왕궁리유적에서 발굴·출토된 문화유산을 보존·전시하고 그 중요성을 많은 사람에게 알리기 위해 2008년 왕궁리유적전시관으로 처음 문을 열었다. 왕궁리유적은 고대 동아시아 왕궁의 구조와 모범을 보여주는 유적으로 2015년 7월 8일 유네스코 세계유산 백제 역사 유적지구로 등재되었다. 2020년 세계유산 보존관리 사업의 일환으로 왕궁리유적전시관 리모델링 및 ICT 체험관 증축사업이 추진되어 2022년 8월 상설 및 기획전시실, 3D영상관, 왕궁의 서가, 백제왕궁가상체험관, 백제왕궁발굴체험실 등을 갖춘 백제왕궁박물관으로 새롭게 거듭나 관람객을 맞이하고 있다.",http://tong.visitkorea.or.kr/cms/resource/75/3338175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3338175_image3_1.jpg,Type3,,,2790917,14,무료,063-859-4631,09:00~18:00,"1월 1일 / 매주 월요일(단, 월요일이 공휴일인 경우 개관하고 다음평일에 휴관)",,가능,없음,없음,,,,,,어좌체험 / 백제의복체험 / VR체험 등,,,,,,,,,,,,,,,,,
충청남도 부여군 규암면 백제문로 553,,34,A02,A0206,A02060100,1885454,14,2.01401E+13,126.9170222,36.30648743,6,2.02506E+13,6,백제원(부여),33114,44,760,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/60/3348760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3348760_image3_1.jpg,Type3,,1885454,14,백제원(부여),2.01401E+13,2.02506E+13,,34,6,44,760,VE,VE07,VE070100,A02,A0206,A02060100,충청남도 부여군 규암면 백제문로 553,,33114,126.9170222,36.30648743,6,"백제원은 부여생활사박물관, 그리고 음식점과 카페를 함께 조성해 놓은 공간이다. 부여생활사박물관은 너무 빨리 사라지고, 잊히고, 버려지는 우리의 과거에 대한 아쉬움을 달래고자 부여를 중심으로 충청 지역의 역사 자료, 근대 생활사 자료, 영화 관련 자료, 음악 관련 자료 등 각종 문화유산을 전시하였다. 실외전시관에는 1960년대 추억의 거리를 재현하여 기성세대에게는 향수, 신세대에게는 호기심을 불러일으킨다. 박물관 내 식물원은 식물을 특성에 맞게 집약하고 예술 작품화하여 이야기가 있는 부여 유일의 식물원으로 실내에 조성되어 겨울에도 안락하게 관람할 수 있다. 백제궁수라간이라는 이름의 음식점은 취나물밥, 연잎밥, 연근떡갈비 전문점이고, 카페는 꿈꾸는백마강이라는 이름의 레트로한 카페이다. 백제궁수라간에서 식사, 꿈꾸는백마강에서 음료와 디저트를 즐긴 전후에 박물관을 관람하는 것도 좋다. 주변에는 백제문화단지 등이 있다.",http://tong.visitkorea.or.kr/cms/resource/60/3348760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3348760_image3_1.jpg,Type3,,,1885454,14,"[부여생활사박물관]- 어른 6,000원- 청소년 및 어린이 5,000원",0507-1352-0158,[부여생활사박물관] - 10:00~15:00 [백제궁수라간] - 10:30~21:00 - 마지막 주문 20:00 [꿈꾸는백마강] - 10:30~18:00,[백제원]- 설·추석 연휴[백제궁수라간]- 첫째 셋째 수요일 [부여생활사박물관]- 격주 수요일,,가능,,없음,,,,,,,,,,,,,,,,,,,,,,,
서울특별시 용산구 이태원로27길 77,(이태원동),1,A02,A0206,A02060500,130630,14,2.00506E+13,126.9948593,37.53651081,6,2.02503E+13,21,백해영갤러리,4349,11,170,VE,VE07,VE070600,http://tong.visitkorea.or.kr/cms/resource/39/1865339_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1865339_image3_1.jpg,Type3,,130630,14,백해영갤러리,2.00506E+13,2.02503E+13,http://www.paikhaeyounggallery.com/,1,21,11,170,VE,VE07,VE070600,A02,A0206,A02060500,서울특별시 용산구 이태원로27길 77,(이태원동),4349,126.9948593,37.53651081,6,"백해영갤러리는 이태원로에 위치한 미술관으로 1977년에 개관하였다. 백해영갤러리는 다양한 국내외 문화계 인사들과 교류하며 세계 속의 한국 미술문화 발전과 국제화에 기여해왔다. 다문화 발상지인 이태원에서 리움미술관, 페이스 갤러리, 리만머핀 갤러리와 함께 백해영갤러리는 한국 미술시장의 글로벌 경쟁력 강화와 작가 육성에 힘써왔다. 백남준을 비롯해 존배, 이정진, 조용익 등 저명한 국내 작가들을 글로벌 아트 페어에 소개하는 역할 뿐만 아니라 James Turrell, Kenneth Noland, Charles Sandison, Dan Walsh, John Pai와 같은 해외 거장들의 작품들을 국내에 선보이는 데 중요한 역할을 하였다. 이외에도, Art Miami를 비롯한 해외 아트 페어를 통해서 Art Agency로서 문화 전반에 관한 아트 컨설팅, COLLECTOR를 위한 교육 프로그램을 진행하고 있다.",http://tong.visitkorea.or.kr/cms/resource/39/1865339_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1865339_image3_1.jpg,Type3,,,130630,14,,02-796-9347,09:00~19:00,일요일,,가능,없음,없음,,,,,,,,,,,"기업의 컬렉션 운영, 하우스 프로젝트 (House Project), 문화교육프로그램,  문화전반에 관한 컨설팅 사업",,,,,,,,,,,,
경기도 광주시 도척면 얼음골길19번길 33,,31,A02,A0206,A02060500,2398146,14,2.01608E+13,127.3070257,37.32711849,6,2.02501E+13,5,백향꽃누르미갤러리,12809,41,610,VE,VE07,VE070600,http://tong.visitkorea.or.kr/cms/resource/51/2398151_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/2398151_image2_1.JPG,Type3,,2398146,14,백향꽃누르미갤러리,2.01608E+13,2.02501E+13,,31,5,41,610,VE,VE07,VE070600,A02,A0206,A02060500,경기도 광주시 도척면 얼음골길19번길 33,,12809,127.3070257,37.32711849,6,"백향꽃누르미갤러리는 꽃누르미 명인이 운영하는 전시관이다. 오랜 시간 만들어 온 꽃누르미 작품이 전시되어 있다. 꽃누르미란 생화를 말려 수분과 공기를 제거하여 꽃의 색감과 아름다움을 그대로 유지시키고, 이러한 말린 꽃을 활용하는 예술 활동을 말한다. 자연을 모티브로 실제 생화를 말려 작업하는 과정으로 세상에 단 하나밖에 없는 작품이 탄생하게 된다. 액자 외에도, 브로치, 팔찌, 목걸이, 귀걸이, 가구 등에 활용하여 다양한 형태의 작품을 창작하고 있다.",http://tong.visitkorea.or.kr/cms/resource/51/2398151_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/2398151_image2_1.JPG,Type3,,,2398146,14,,031-764-5550,10:00~18:00,,,,없음,없음,,,,,,,,,,,,,,무료 ,,,,,,,,,
전라남도 나주시 다시면 회진리,,38,A02,A0206,A02060300,3018939,14,2.0231E+13,126.666853,34.99692648,6,2.02411E+13,6,백호문학관,58280,46,170,VE,VE07,VE070300,,,,,3018939,14,백호문학관,2.0231E+13,2.02411E+13,https://www.naju.go.kr,38,6,46,170,VE,VE07,VE070300,A02,A0206,A02060300,전라남도 나주시 다시면 회진리,,58280,126.666853,34.99692648,6,"나주 영산강이 한눈에 보이는 곳에 위치해 있는 백호문학관은 전국을 누비며 자유롭고 재기 넘치는 글로 조선중기 당대 최고의 찬사를 받았던 백호 임제의 문학정신을 계승하고 기리는 곳이다. 나주 출신의 백호 임제는 기질이 호방하고 예속에 구속받지 않고 혼란한 시대를 비판하여 풍류기남아라 불렸다. 1587년 39세로 짧은 생을 마쳤으나 현시에 대한 고뇌와 풍류를 즐겼던 소탈함을 1천여 수의 시와 산문, 소설로 남겨 16세기 조선에서 가장 개성적이며 뛰어난 문장가로 평가받고 있다. 백호 임제의 대표적인 작품은 [청초 우거진 골에], [물곡사], [남명소승], [수성지] 등이 있다. 이곳에서는 그의 친필 작품과 다양한 작품들을 해석본과 함께 관람할 수 있다. 포토존에서는 옷과 어사화, 삽금대, 홍패통을 입어보고 사진을 찍을 수 있어서 아이들이 즐거워하는 공간이다. 백호문학관은 임제의 유물을 수집하고 보존하는 것은 물론 그의 문학작품을 널리 알리고, 시민들을 위한 다양한 전시와 프로그램을 진행하고 있다. 백호문학관에서 차로 2분 거리에 천연염색박물관, 복암리고분전시관이 있어 함께 둘러보기에 좋다.",,,,,,3018939,14,무료,061-335-5008,［하절기 (3월~10월) - 09:00 ~ 18:00 (입장 마감 17:30) ［동절기 (11월~2월) - 09:00 ~ 17:00(입장 마감 16:30),"월요일 / 1월1일 / 설날, 추석 연휴",무료,가능,,,30분,100여명,,,,"체험프로그램 교체되므로 홈페이지 참조<br>
<a href=""https://www.naju.go.kr/baekhomoonhak/program/application none"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.naju.go.kr</a>",유선(061-335-5008),가능,가능,백호임제선세유묵 외 237점,,,,,,,,,,,,,
제주특별자치도 서귀포시 천제연로 70 (색달동),,39,A02,A0206,A02060300,2636613,14,2.01911E+13,117.9925663,19.69442748,6,2.02503E+13,3,버디프렌즈 플래닛,63535,50,130,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/08/2636608_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/08/2636608_image2_1.bmp,Type3,,2636613,14,버디프렌즈 플래닛,2.01911E+13,2.02503E+13,http://birdyfriends-planet.com/,39,3,50,130,VE,VE07,VE070300,A02,A0206,A02060300,제주특별자치도 서귀포시 천제연로 70 (색달동),,63535,117.9925663,19.69442748,6,"1981년 제주도 중문관광단지에 전력을 공급하기 위해 세워진 변전소가 있었다. 한동안 그 쓰임이 없이 방치되었던 이 건물을 2019년 버디프렌즈 캐릭터와 함께 생태문화전시관으로 재탄생하였다. 생태문화전시관 버디프렌즈 플래닛은 건물이 가진 역사성을 보존하고자 변전소 본래의 독특한 외관 모습은 그대로 유지하였다. 버디프렌즈 캐릭터는 제주에서 살고 있는 다섯 마리의 멸종위기종 새를 모티브로 만들어진 캐릭터이다. 제주의 신비로운 숲 속에서 함께 모험하고 성장하며, 우리에게 다양한 숲 속 이야기를 들려준다. 버디프렌즈 플래닛은 신비롭고 소중한 제주도의 자연을 새롭게 발견할 수 있도록 남녀노소 누구나 즐길 수 있는 다양한 전시와 교육 콘텐츠가 준비된 공간이다. 제주의 숲을 주제로 한 버디프렌즈 캐릭터 전시관과 지구와 자연을 주제로 한 생물다양성 전시관이 상설 운영 되며, 지하 1층 아카데미에서는 생태·과학·예술 관련 교육 프로그램을 연중 운영하고 있다. 제주도의 숲에서 태어난 버디프렌즈 친구들과 함께 지금까지 느껴보지 못했던 제주 자연의 소중함과 아름다움을 느껴보자.",http://tong.visitkorea.or.kr/cms/resource/08/2636608_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/08/2636608_image2_1.bmp,Type3,,,2636613,14,"[개인]- 성인 10,000원- 청소년 10,000원- 어린이 14,000원[단체]- 성인 7,000원- 청소년 7,000원- 어린이 9,800원",064-798-2000단체 문의 010-3838-2410,[전시장 / 캐릭터샵]09:00 ~ 18:00 (입장마감 17:00),"매주 월요일, 화요일(단, 매주 월요일은 단체 관람 예약제로 운영 / 15명 이상, 당일 예약 불가)",무료,가능,없음,없음,,,,,"30% 할인 : 복지, 경로, 유공자, 군인 ※ 우대 및 제주도민 할인은 현장구매 시 가능 (증빙자료 확인)","- 창작아카데미 : 마트료시카 만들기 / 열매 목걸이 만들기 / 소리 나는 딱따구리 만들기 / 버디프렌즈 가면 만들기<br>
- 그린아카데미 : 원데이 클래스 / 전문가 클래스 / 단체 프로그램<br>
- 전시해설 9시부터 17시까지 매시 정각 진행",,,,,,,,,,,,,,,,,
